title,label,label_score
Anggota DPRD Surabaya Gadaikan SK Sebagai Jaminan untuk Potong Gaji,non-clickbait,0
Ical Jenguk BJ Habibie di RSPAD: Kita Doakan yang Terbaik,non-clickbait,0
175 Orang dan 4 Korporasi Jadi Tersangka Karhutla di Sumatera-Kalimantan,non-clickbait,0
Gubernur Edy Belum Tahu Uang Miliaran Milik Pemprov Hilang,non-clickbait,0
Giliran Alumni Unnes Serukan Tolak Revisi UU KPK,non-clickbait,0
Fenomena Gadai SK Anggota Dewan Juga Terjadi di DPRD Serang,non-clickbait,0
Akademisi dan Mahasiswa Unair Tolak Revisi UU KPK,non-clickbait,0
"Pegawai KPK Surati Fraksi di DPR, Minta Tak Pilih Capim yang Lemahkan KPK",non-clickbait,0
"Waspada! Ada Penipuan Catut Pertamina, Korbannya Rugi Puluhan Juta",clickbait,1
Ekoturisme: Pelajaran Besar dari Negara Kecil,non-clickbait,0
"Refleksi 5 Tahun DPD RI, OSO: Kami Ada untuk Daerah",non-clickbait,0
MUI Riau: Pelaku Karhutla Orang Tak Taat Beragama,non-clickbait,0
"Gadaikan SK, Anggota DPRD Jabar Terima Kredit hingga Rp 1 Miliar",non-clickbait,0
Penyelundupan 19.253 Benih Lobster Tujuan Singapura Digagalkan di Makassar,non-clickbait,0
"Kecelakaan Beruntun dan Truk Terbakar di Cipularang, 2 Orang Luka",non-clickbait,0
"Banyak Berita Negatif, HNW Khawatirkan Moral Bangsa Indonesia",non-clickbait,0
KPK Harap Jeratan Eks Dirut Petral Bisa Buka Kotak Pandora Mafia Migas,non-clickbait,0
Hamas Tembak Jatuh Drone Israel di Jalur Gaza,non-clickbait,0
JPU Keberatan Kivlan Zen Didampingi Kuasa Hukum dari Militer,non-clickbait,0
"Jadi Tersangka, Eks Dirut Petral Diduga Terima Suap USD 2,9 Juta",non-clickbait,0
Jaksa: Duit Rp 25 Juta dari Kivlan Zen Modal Mata-matai Wiranto dan Luhut,non-clickbait,0
"Jaksa Beberkan Senpi-Peluru Tajam Pembelian Kivlan Zen cs, Ini Rinciannya",clickbait,1
Dishub Minta Polda Data Kebutuhan E-TLE di Area Perluasan Ganjil Genap,non-clickbait,0
Polisi Olah TKP Kecelakaan Maut Tewaskan 3 Orang di Nganjuk,non-clickbait,0
"Uang Miliaran Rupiah Milik Pemprov Sumut Hilang, Polisi Turun Tangan",non-clickbait,0
Menkum HAM soal Cabut Paspor Veronica Koman: Ada Ketentuannya,non-clickbait,0
Sering Quality Time Bersama Keluarga? Ternyata Ini 3 Manfaatnya!,clickbait,1
"Menteri Jokowi 55% Profesional, Ini Kandidatnya?",clickbait,1
LIPI Desak Jokowi Tolak Revisi UU KPK yang Lumpuhkan Kinerja KPK,non-clickbait,0
"Kasus Penyerangan Ditutup, Pemotor Naik Trotoar Tetap Ditilang",non-clickbait,0
Bareskrim Tangkap 2 Pembobol yang Rugikan Bank BUMN Rp 16 Miliar,non-clickbait,0
"Datang ke Pembekalan Caleg Terpilih Demokrat, SBY Beri Arahan Tertutup",non-clickbait,0
Aktivis Perempuan Nilai RUU PKS Tersandera oleh RUU KUHP,non-clickbait,0
"Belum Teridentifikasi, 4 Korban Kecelakaan Cipularang Diduga Perempuan",non-clickbait,0
Siswi SMK Bandung Ditikam Dekat Sekolah karena Tolak Cinta Pelaku,non-clickbait,0
"Sebut Pemilihan Capim KPK Cacat Yuridis, Ini Saran Samad ke DPR",clickbait,1
"Jika Tak Kunjung Penuhi Panggilan, Veronica Koman Bakal Jadi DPO",non-clickbait,0
"Pria Misterius Berjubah Putih Viral di Sumut, Ingatkan 'Tuhan Murka'",clickbait,1
Adik soal Hoax Habibie Meninggal: Mbok Jangan Gitu Isengnya,non-clickbait,0
"JK Bicara Perlunya KPK Punya SP3, Contohkan Kasus RJ Lino",non-clickbait,0
Tidur Siang 1-2 Kali Seminggu Kurangi Kemungkinan Serangan Jantung,non-clickbait,0
Polisi Simpulkan Bos Sembako di Cilegon Tewas Bunuh Diri,non-clickbait,0
Menengok Pantai Mustika Banyuwangi,non-clickbait,0
"Asap Pekat Selimuti Riau, Pemprov Gelar Salat Minta Hujan Besok",non-clickbait,0
"Soal Kontrak Politik Capim KPK, Fahri Sebut Agar Taat Undang-Undang",non-clickbait,0
Caketum HIPMI: Pengusaha RI Harus Punya Jiwa Nasionalisme yang Kuat,non-clickbait,0
"KPU Solo Ajukan Dana Rp 17,8 M untuk Pilwalkot 2020",non-clickbait,0
Utusan Khusus Presiden akan Gelar Munas Tokoh Antaragama,non-clickbait,0
"Panggil Veronica Koman, Polisi Tunggu Hingga Dua Pekan ke Depan",non-clickbait,0
KPK Tetapkan Eks Pejabat Pertamina Energy Tersangka Mafia Migas,non-clickbait,0
"Dipeluk Istri Sebelum Jalani Sidang, Kivlan Zen Menangis",non-clickbait,0
"Video Porno di Sumedang Disebar Pemeran Pria, Apa Motifnya?",clickbait,1
"ICW: Jangan Pertaruhkan KPK, Pak Jokowi",non-clickbait,0
Terungkap! Video Porno di Sumedang Diperankan Pasangan Selingkuh,clickbait,1
"Bocah di Bekasi Disebut Tewas karena Bully, KPAD Imbau Keluarga Melapor",non-clickbait,0
JK soal Revisi UU KPK: Penuntutan Tak Perlu Koordinasi dengan Jaksa Agung,non-clickbait,0
Komisi III DPR Pastikan Tampung Semua Masukan soal Capim KPK,non-clickbait,0
"Tokoh Papua yang Diundang Jokowi Eks Timses, Istana: Kebetulan Saja",non-clickbait,0
Wagub Jabar Minta Pekerja di Lingkungan Pemprov Jabar Daftar BPJS TK,non-clickbait,0
Anak dan Cucu Berkumpul Temani BJ Habibie di RSPAD Gatot Soebroto,non-clickbait,0
"Gara-gara Puntung Rokok, 28 Hektare Lahan di Sulteng Terbakar",non-clickbait,0
"Topan Faxai Hantam Jepang, 17.000 Penumpang Telantar di Bandara Narita",non-clickbait,0
"Gajah Mengamuk Ketika Ikut Festival Agama di Sri Lanka, 18 Terluka",non-clickbait,0
"Waduk Pacal di Bojonegoro Surut, Lahan Pertanian di 4 Kecamatan Kekeringan",non-clickbait,0
Komisi III DPR Gelar RDPU Tampung Masukan soal Seleksi Capim KPK,non-clickbait,0
Detik-detik Mencekam Perampokan di Rumah Makan Gratis untuk Duafa di Bogor,clickbait,1
"HUT ke-70, Brigif Raider 13 Ziarah ke Makam Bupati Galuh Ciamis",non-clickbait,0
Pesan KPK ke Jokowi: Pembangunan Tak Tercapai Jika Masih Digerogoti Korupsi,non-clickbait,0
40 Perguruan Tinggi Muhammadiyah se-Indonesia Tolak Revisi UU KPK,non-clickbait,0
1.904 Pelanggar Ditilang di Hari Perdana Perluasan Ganjil-Genap Kemarin,non-clickbait,0
"Dirawat Intensif di RSPAD, BJ Habibie Salat Sambil Berbaring",non-clickbait,0
4 Bulan Lagi Polrestabes Surabaya Punya Tempat Parkir Bertingkat,non-clickbait,0
"Sepekan Dilantik, Anggota DPRD Jabar Gadai SK ke Bank",non-clickbait,0
"Poyuono: Jelas, Pemerintah-DPR Revisi UU KPK Agar Mudah Rampok Uang Negara",non-clickbait,0
Ratusan Mahasiswa Surabaya Dukung Revisi UU KPK,non-clickbait,0
Abraham Samad: Jokowi Harus Minta DPR Setop Pembahasan Revisi UU KPK,non-clickbait,0
Satgas Karhutla Investigasi Penyebab Kebakaran Kebun Tebu PTPN VII Ogan Ilir,non-clickbait,0
"Fenomena Anggota Dewan Gadaikan SK, di DPRD Surabaya Juga Ada",non-clickbait,0
Anies Anggap Perbaikan Udara Jakarta Lewat Ganjil Genap Tak Bisa Instan,non-clickbait,0
"Tepis Kabar Bully, Polisi Sebut Bocah Meninggal di Bekasi Akibat Tetanus",non-clickbait,0
Tokoh Papua Bicara ke Jokowi soal Persaingan Penduduk dan Lingkungan,non-clickbait,0
"Kritik Revisi UU KPK, Rektor IPB-Pemuka Agama Tolak Pelemahan KPK",non-clickbait,0
Menggalang Pembiayaan Ibu Kota Baru,non-clickbait,0
Pasukan Kostrad Dikerahkan untuk Tangkap Pelaku Karhutla di Riau,non-clickbait,0
"Cerita Warga di Jepara, Mandi Sehari Sekali Akibat Kekeringan",non-clickbait,0
"Kendaraan Listrik Bebas dari Aturan Ganjil-Genap, Ini Alasannya",clickbait,1
Satu-satunya Korban Selamat Kecelakaan Maut di Nganjuk Diciduk Kasus Narkoba,non-clickbait,0
Jokowi Terbang dari Aceh ke Wamena: Jauhnya Seperti London ke Istanbul,non-clickbait,0
"Home Industry Arak di Sidoarjo Digerebek, Dua Orang Diamankan",non-clickbait,0
"Jokowi ke Papua Lagi Paling Telat Oktober, Resmikan Jembatan Holtekamp",non-clickbait,0
"Ada Ganjil Genap, Anies Sebut Pengguna Angkutan Umum Capai Rekor",non-clickbait,0
Trump Umumkan Perundingan Damai dengan Taliban Sudah Mati,non-clickbait,0
"Menanti ""Kebijakan Gila"" Jokowi",clickbait,1
Jokowi Janjikan 1.000 Sarjana Papua Bekerja di BUMN-Perusahaan Besar,non-clickbait,0
Ibu Bayi yang Kaki-Tangannya Putus di Tangerang Serahkan Diri ke Polisi,non-clickbait,0
Melihat ke Belakang Pengusutan KPK soal Mafia Migas terkait Petral,non-clickbait,0
Banyuwangi dan Perawat Kolaborasi Bikin Sehat Usaha Wisata Warga,non-clickbait,0
Dua Korban Kecelakaan Maut di Nganjuk Ternyata DPO Kasus Narkoba,non-clickbait,0
Kabut Asap Bikin Penerbangan di Banjarmasin Terganggu,non-clickbait,0
Tokoh Papua Minta Jokowi Bangun Istana Presiden di Papua,non-clickbait,0
Jaksa KPK Minta MA Tolak PK Novanto,non-clickbait,0
Akhirnya! Pemkot Pekanbaru Liburkan SD dan SMP karena Kabut Asap,clickbait,1
Video Porno Pasangan Dewasa Gegerkan Sumedang,non-clickbait,0
"Tata Cara Umroh, Urutan, dan Bacaannya",non-clickbait,0
"40 Persen Dewan Ciamis Gadaikan SK, Ketua: Daripada Mencuri Uang Negara",non-clickbait,0
Seputar Kecelakaan Maut di Jalur Nganjuk-Madiun yang Tewaskan 3 Orang,non-clickbait,0
PJ Walkot Makassar Sebut Rilis Edaran Antisipasi Syiah Rekomendasi MUI,non-clickbait,0
"Dipimpin Ibas, Demokrat Gelar Pembekalan Anggota Legislatif 2019-2024",non-clickbait,0
Jokowi: Tahun Depan Istana Presiden di Papua Mulai Dibangun,non-clickbait,0
Jokowi Undang Tokoh Papua ke Istana Hari Ini,non-clickbait,0
China Geram Atas Pernyataan Menlu AS Soal Perlakuan terhadap Uighur,non-clickbait,0
OSO soal Revisi UU KPK: Tentunya Kita Tidak akan Melemahkan,non-clickbait,0
"154 Pelanggar Ditilang di Jakbar, Alasannya Tidak Tahu Ganjil Genap",non-clickbait,0
"Usai Jenguk BJ Habibie, Anies: Semoga Allah Turunkan Mukjizat",non-clickbait,0
Gubernur Khofifah Gandeng ISEI Kembangkan One Pesantren One Product,non-clickbait,0
SBY Jenguk BJ Habibie di RSPAD Gatot Soebroto,non-clickbait,0
"HUT Ke-74, TNI AL Akan Terus Tingkatkan SDM untuk Indonesia Maju",non-clickbait,0
"Buka Luwur Sunan Kudus, Ribuan Paket Nasi Berkat Dibagikan",non-clickbait,0
PDIP Nilai Pidato Kontemplasi SBY Sejalan dengan Ide Jokowi,non-clickbait,0
"2 Ribu Hektare Lahan Terbakar, Udara di Palembang Tidak Sehat!",clickbait,1
Pelemahan KPK dan Masa Depan Demokrasi Kita,non-clickbait,0
KPK Panggil Wakil Ketua Komisi XI Terkait Kasus Anggota DPR F-PAN,non-clickbait,0
Kabut Asap Pekat di Riau Tak Ganggu Penerbangan,non-clickbait,0
Petugas Cek Pajak Pelanggar Ganjil Genap Hingga Bagi-bagi Cokelat,non-clickbait,0
Tim Pelajar DKI Raih Juara Dua di Olimpiade Metropolis Moskow,non-clickbait,0
"Status Tersangka Veronica Koman Disoal, Polri: Ada Praperadilan",non-clickbait,0
"Viral Bocah di Bekasi Disebut Tewas Akibat Bully, Begini Kata Ketua RT",clickbait,1
Pemkab Ponorogo Ajukan 531 Formasi untuk CPNS dan P3K,non-clickbait,0
Masih Ada Pengemudi yang Melanggar di Hari Ke-2 Ganjil Genap Jaksel,non-clickbait,0
"Masih Ada Yang Tak Tahu Ganjil Genap, Dishub: Sosialisasi Sudah Maksimal",non-clickbait,0
Begini Suasana Antre Ngalap Berkat Buka Luwur Sunan Kudus,non-clickbait,0
Dishub DKI: Perluasan Ganjil Genap Tingkatkan Pengguna Sepeda Motor,non-clickbait,0
"Anggota DPRD Banten Ramai-ramai Gadai SK, Ini Kata Kemendagri",clickbait,1
"Asap Karhutla Tambah Parah, Jarak Pandang di Riau 800 Meter",non-clickbait,0
"Perluasan Ganjil Genap, Dishub: Volume Lalu Lintas Turun Signifikan",non-clickbait,0
Aktor Intelektual Rusuh Papua Dicari Satu-satu,non-clickbait,0
Curhatan 'Korban Bully' Pansel KPK di Depan Komisi III,non-clickbait,0
KPK Umumkan Tersangka Kasus Mafia Migas Terkait Petral Siang Ini,non-clickbait,0
"Puntung Rokok, Pembalut Bekas, Ada Ratusan Kilo Sampah di Pantai Gold Coast",non-clickbait,0
"Asap Pekat Kepung Pekanbaru, Polantas Bagikan Masker ke Pengendara",non-clickbait,0
Santri di Probolinggo Sambut 10 Muharam dengan Pawai Obor,non-clickbait,0
"Yuk 'Bantu Jokowi Cari Menteri', Ikuti Polling di detikcom!",clickbait,1
Beda 2 Eks Komisioner KPAI Soal Polemik dengan PB Djarum,non-clickbait,0
Ratusan Keluarga di Queensland Mengungsi Hindari Kebakaran yang Kian Memburuk,non-clickbait,0
Penerapan Tilang Elektronik di Busway Ditargetkan Oktober 2019,non-clickbait,0
"Dangdutan Maut Tewaskan 2 Pria di Bekasi, 4 Pelaku Ditangkap",non-clickbait,0
Cerita Ngeri Bocah Bogor Dibunuh Setelah Disodomi,non-clickbait,0
"Jadi Contoh Tak Baik, Pemotor Serang Pejalan Kaki di Trotoar Minta Maaf",non-clickbait,0
"Kebakaran Gudang di Penjaringan Padam, Kerugian Ditaksir Rp 2 M",non-clickbait,0
"Atasi Kabut Asap dari Indonesia, Malaysia Rencanakan Hujan Buatan",non-clickbait,0
"Hindari Razia, Wanita Diduga PSK di Makassar Sembunyi di Selokan",non-clickbait,0
"Polisi Bongkar Perdagangan Wanita di Kepri, Korbannya Dijadikan PSK",non-clickbait,0
"Gegara Potong Kabel, Anies Disomasi Apjatel",non-clickbait,0
Anggota Baleg DPR: Revisi UU KPK Seimbangkan Pencegahan dan Penindakan,non-clickbait,0
John Chardon Terbukti Bersalah Atas Kematian Istrinya Novy,non-clickbait,0
KPAI: Pengembangan Bakat Bulutangkis Harus Tetap Jalan Sesuai Regulasi,non-clickbait,0
"Asrama Mahasiswa Papua Dilempar Karung Berisi Ular, Polisi: Itu Hoaks",non-clickbait,0
"Berharap Tak Mati, KPK Minta Yasonna Hati-hati",non-clickbait,0
Korut Nyatakan Siap Bertemu AS Bahas Denuklirisasi Akhir September,non-clickbait,0
BMKG Prediksi Cuaca Jakarta Cerah Hari ini,non-clickbait,0
Polri Akan Teruskan Pengajuan Red Notice Veronica Koman ke Interpol,non-clickbait,0
"Sebut Personel Polres Jakbar Satpam, AMPG Pro Bamsoet Akan Dipolisikan",non-clickbait,0
"Asap Pekat, Siswa SD di Pekanbaru Tetap Sekolah",non-clickbait,0
"Beredar Isu Habibie Meninggal, Keluarga: Hoax",non-clickbait,0
"Anggota DPRD Banten Gadai SK, Komisi II DPR: Tutup Utang Kampanye?",clickbait,1
Komisi III DPR: Revisi UU KPK Tak Jadi 'Barang' Tanpa Surpres Jokowi,non-clickbait,0
Petani Blitar Biarkan Tomat Membusuk karena Harga Anjlok,non-clickbait,0
Dishub DKI: Perluasan Ganjil Genap Hari Pertama Perbaiki Kualitas Udara,non-clickbait,0
"SBY Ajak Rakyat Dukung Jokowi, Istana: Bentuk Kesantunan Politik",non-clickbait,0
"Hari Asyura, Pemkot Makassar Rilis Edaran Antisipasi Penyebaran Syiah",non-clickbait,0
Polisi Periksa Kadis Tersangka Pencium Pipi Staf Saat Selfie Pekan Ini,non-clickbait,0
"Soal Aduan Penetapan Tersangka Veronica Koman, Ini Kata Komnas HAM",clickbait,1
"Bahas Seleksi Capim KPK, Komisi III Akan Temui Koalisi Masyarakat Sipil",non-clickbait,0
Ini Hasil Mediasi PT KA dan Warga Blitar soal Pelintasan Sebidang Diportal,non-clickbait,0
"Pabrik Tiner di Kalideres Terbakar, 15 Mobil Damkar Dikerahkan",non-clickbait,0
"SBY Ajak Rakyat Dukung Jokowi, PPP: Simpatik dan Negarawan",non-clickbait,0
"Korban Cium Pipi Saat Selfie Tolak Damai, Ingin Tersangka Dihukum",non-clickbait,0
"Jenguk BJ Habibie, SBY Batal Buka Pertemuan Nasional Fraksi Demokrat",non-clickbait,0
"Kualitas Udara Makin Buruk, Libur Siswa SD di Jambi Diperpanjang",non-clickbait,0
"Curhat Warga Desa Digital di Sukabumi, Berburu Sandi untuk Wi-Fi Gratis",non-clickbait,0
"Ada Bus TransJ Ditabrak Mobil, Lalin Menteng Arah Rasuna Said Macet",non-clickbait,0
Pelanggar di Jalur Perluasan Ganjil Genap Jakpus Masih Banyak,non-clickbait,0
"Besok, Polisi Panggil Ketum FPI Terkait Kasus Dugaan Makar",non-clickbait,0
Viral Video Korban Kecelakaan Maut di Nganjuk Ingin Bikin 'Video Tabrakan',clickbait,1
"Anggota DPRD Banten Ramai-ramai Gadai SK, Pimpinan: Itu Ranah Pribadi",non-clickbait,0
Bupati Bogor Ingin Pemprov DKI Ikut Bantu Tangani Sampah di Kalibaru,non-clickbait,0
Polisi Cek Kebenaran Kasus Bocah di Bekasi yang Disebut Tewas Akibat Bully,non-clickbait,0
"Ibas Banggakan Kinerja SBY, Minta Caleg Terpilih Demokrat Jadikan Contoh",non-clickbait,0
Korut Tembakkan Proyektil Tak Dikenal Usai Tawarkan Dialog dengan AS,non-clickbait,0
Airlangga Tegaskan Golkar Bukan Inisiator Revisi UU KPK,non-clickbait,0
KaBIN Budi Gunawan Buka Pertemuan Jokowi dan 61 Tokoh Papua di Istana,non-clickbait,0
Pemimpin Hong Kong Ingatkan AS Jangan Ikut Campur Soal Aksi Demo,non-clickbait,0
Pj Walkot Makassar Minta Edaran Antisipasi Syiah Disikapi dengan Tenang,non-clickbait,0
Ini 10 Poin Aspirasi Tokoh Papua Saat Bertemu Jokowi di Istana,clickbait,1
"KPK Tegas Menolak Revisi UU, Romli Beri Analogi 'Servis Mobil'",non-clickbait,0
Cerita Jokowi 12 Kali ke Papua: Provinsi Lain Maksimal 3 Kali,non-clickbait,0
"Dari Mantan Atlet, Artis hingga Netizen Ramai-ramai Bela PB Djarum",non-clickbait,0
Viral! Perampok Bercelurit Satroni Rumah Makan Gratis untuk Duafa di Bogor,clickbait,1
"Aspirasi Tokoh Papua: Pak Jokowi, Generasi Muda Kami Jangan Dihukum",non-clickbait,0
Begini Usaha Perusahaan Startup Jerman Untuk Raih Talenta Terbaik,non-clickbait,0
Air PDAM 60 Ribu Warga Mampet Dampak Pembangunan Alun-Alun Suroboyo,non-clickbait,0
Menlu Bicara Pentingnya Diplomasi Digital untuk Kerja Sama Ekonomi,non-clickbait,0
Perhatian! Ini Nama-nama Kandidat Menteri Jokowi,clickbait,1
Barang Impor Tanpa Izin Senilai Rp 8 Miliar Dimusnahkan,non-clickbait,0
Apakah Pekerja Masih Dibutuhkan Pertambangan Australia Saat Otomatisasi Makin Marak?,clickbait,1
Polres Sumedang Buru Penyebar Video Porno Pasangan Dewasa,non-clickbait,0
KPU Ungkap Kendala 18 KPU Daerah Usulkan NPHD Pilkada,non-clickbait,0
Polres Bogor Kejar Perampok Bercelurit di Rumah Makan Gratis untuk Duafa,non-clickbait,0
"Kemarau, Warga Bandung Barat Mandikan Jenazah Pakai 5 Galon Air",non-clickbait,0
Saat Airlangga-Siswono Bicara soal Revisi UU KPK dan Seleksi Capim,non-clickbait,0
"Ketum FPI Dipanggil Terkait Makar Besok, Pengacara Minta Jadwal Ulang",non-clickbait,0
Kepala BPPT Doakan BJ Habibie 'Eyang Intelektual' Segera Pulih,non-clickbait,0
"Pengacara: Kivlan Zen Siap Sekali Jalani Sidang, Ini yang Ditunggu-tunggu",clickbait,1
"Hotel, Kafe, Rumah Sakit di Surabaya Batasi Air Dampak PDAM Mampet",non-clickbait,0
PTUN: Pemkot Cimahi Harus Batalkan IMB Guest House di Setra Duta,non-clickbait,0
Pimpinan Bank BUMN di Purbalingga Jadi Tersangka Kredit Fiktif Rp 28 M,non-clickbait,0
Tokoh Papua: Benny Wenda Tak Berhak Atur NKRI,non-clickbait,0
"Kebakaran Rumah di Grobogan, Pria Penderita Stroke Tewas Terbakar",non-clickbait,0
Lahan Istana Kepresidenan di Papua Segera Disertifikatkan,non-clickbait,0
"Daripada Kritik PB Djarum, KPAI Diminta Fokus Urus Anak Jalanan",non-clickbait,0
Alasan Anggota DPRD Banten Gadaikan SK: Renovasi Rumah-Bayar Kuliah Anak,non-clickbait,0
Pengurus Golkar Protes Perubahan Prosedur Rapat Korbid,non-clickbait,0
Pemkot Bandung Evaluasi Program Street Library Yang Digagas Ridwan Kamil,non-clickbait,0
Poyuono Ajak Rakyat Kepung DPR-Istana Tolak Revisi UU KPK,non-clickbait,0
"Dishub DKI: Uji Coba Ganjil Genap 3 Minggu Kemarin, Kendaraan Turun 25%",non-clickbait,0
"Siap Sekali Jalani Sidang, Kivlan Zen ke Pengadilan Pakai Kursi Roda",non-clickbait,0
3 Orang Tewas dalam Drama Penembakan Keluarga di Belanda,non-clickbait,0
"Banyuwangi Luncurkan Kuliner Pintar, Pedagangnya Pakai Kompor Induksi",non-clickbait,0
"Pasang Status 'Single', Inilah Saat Terakhir Kehidupan Novy Chardon",clickbait,1
"Anggota DPRD Surabaya Gadai SK ke Bank, Ketua: Itu Wajar",non-clickbait,0
"Laporan Dicabut, Kasus 'Mobil Goyang' di Halaman Pengadilan Berakhir Damai",non-clickbait,0
Siswi SMK Bandung Dilarikan ke RS Gegara Ditikam Dekat Sekolah,non-clickbait,0
"Sidang Gugatan Ikan Koi Mati, Saksi dari PLN Bicara Ini",clickbait,1
Putra BJ Habibie: Apa Pun yang Terjadi Terbaik buat Bapak Saya,non-clickbait,0
Puro Pakualaman Gelar Upacara Hajad Dalem Labuhan di Pantai Glagah,non-clickbait,0
