id,text,label
17,Sekuel Film Sonic the Hedgehog dalam Tahap Pengembangan,0
2065,5 Trik Mewarnai Rambut di Rumah dari Profesional,1
2934,"Banyak yang Nyinyir, Menko Luhut: 18% Ekonomi Dunia Dikuasai China",0
2051,6 Kesalahan Menghapus Makeup Mata yang Bikin Penuaan Dini,1
1596,4 Sebab agar Doa Terkabul,1
2543,"Anak Kurang Minum Air, Waspada Dampak Buruknya",0
304,Mitos Tentang Zodiak Cancer yang Perlu Diketahui Menurut Astrologi,1
1050,Ilustrator Buku Anak Lintang Pandu Pratiwi,0
457,"Spesial Lebaran, NET Hadirkan Kolaborasi Para Host 'Tonight Show' dan 'Malam-Malam'",0
2119,"Bergenre Petualangan Fiksi, Sinopsis Passengers yang Tayang Malam Ini",0
427,Aktivis Curigai Pemprov Jatim Mau Bikin Surabaya Seperti Wuhan,0
1098,Aturan Baru Kapasitas Penumpang Pesawat Maksimal 70 Persen,0
1882,"Hadapi New Normal, Bank BRI Beri Pelatihan Virtual Standarisasi Produk APD",0
1338,10 Akronim Bahasa Indonesia yang Ternyata Ada dalam KBBI Lho!,1
3034,Anies Baswedan Sebut Positif Rate Covid-19 di DKI 5 Persen,0
218,"New Normal Adalah Saatnya VR, Pendiri HTC Luncurkan XRSpace",0
790,"Yuk, Ikutan Kompetisi Fotografi Virtual",0
2826,"Sinopsis Sinetron 'INSYA ALLAH SURGA TINGKAT 2' Episode 49, Tayang Kamis 18 Juni 2020",0
2758,"7 Jajanan di Depan Sekolah yang Paling Favorit, Bikin Kangen!",1
438,"10 Potret Sudut Rumah Syahrini yang Jarang Tersorot, Ada Kolam Renang Super Luas dan Pohon Jambu di Taman",1
685,Bappenas Susun Protokol Produktif Aman di Tengah Pandemi Covid-19,0
2859,"7 Karakter yang Pernah Dimainkan Lee Min Ho di Drama Korea, Punya Aura Memikat - Kerap Jadi Konglomerat",1
1791,"Berbelanja di SPBU Pertamina, Ini Protokol yang Mesti Diikuti",1
445,"Ngaku Nggak Pernah Dibelikan Barang Mewah, Nikita Mirzani: Mantanku Miskin Semua!",1
3201,Curahan Hati Sara Fajira soal Lagu Lathi yang Dianggap Pemanggil Setan,1
2703,"Biak Numfor, Destinasi Diving Tempat Bertemu Paus Pembunuh",0
725,Isu Pajak di Tengah Polemik Kenaikan BPJS Kesehatan,1
2418,Jelang Laga Semi Final Copa Italia Stadion Didisinfeksi,0
2980,Pembukaan Candi Borobudur Tunggu Rekomendasi Gugus Tugas,0
499,"'HOSPITAL PLAYLIST' Tamat Dengan Rating Tinggi, Bakal Ada Season 2",0
256,The Ickabog Cerita Terbaru J.K. Rowling yang Bisa Dinikmati Gratis Selama Pandemi,0
303,"Kulit Bermasalah dengan Jerawat, Intip Cara Pilih Sunscreen yang Tepat",1
2359,"Waspadai Penolakan Tes Covid-19, Pemprov Jabar Libatkan TNI-Polri",0
1815,Kak Seto Imbau New Normal pada Anak Sekolah secara Bertahap,0
260,Naomi Osaka Salip Serena Williams jadi Atlet Perempuan Bayaran Tertinggi,0
1051,Bos UFC Tolak Wacana Duel Kamaru Usman Kontra Conor McGregor,0
2929,Kalina Oktarani Diam-Diam Sudah Pisah dari Suami Ketiga,0
3198,"Urus Investasi, Luhut Kini Bagi-bagi Tugas dengan Menko Perekonomian",0
1726,Ini Jadwal Timnas Indonesia di Kualifikasi Piala Dunia 2022,1
574,FOTO: Upaya PMI Kota Tangerang Penuhi Kebutuhan Stok Darah di Masa Pandemi,1
3011,"Jumlah Penduduk di Jerman Capai 83,2 Juta Orang",0
1392,"Menyandang Status Duda, 6 Seleb Tampan Ini Berkarisma - Bikin Baper Kaum Hawa",1
3144,"3 Ciri Kehidupan Seks yang Sehat, Anda dan Pasangan Sudah Alami?",1
2375,WHO: Benua Amerika Terdampak Covid-19 Paling Parah,0
2338,KD Ingin Aurel dan Azriel Hermansyah Menerima Sosok Raul Lemos,0
1143,"New Normal, Konsumsi BBM DKI & Jabar Merangkak Naik",0
644,"Imbas Covid-19, Nissan Tutup Pabrik di Indonesia",0
598,Polri Siap Mendisiplinkan Masyarakat dalam Pelaksanaan New Normal,0
194,Kenapa Siri dan Asisten Virtual Lainnya Pakai Suara Perempuan?,1
2976,Jumlah Pasien Covid-19 Sembuh di Magetan Terus Bertambah,0
866,Pelindo 3 Jemput Bola Rapid Test Covid-19 di Zona Merah dan Sediakan 50 Ribu Alat Tes,0
2816,"Unggah Foto Terbaru Tanpa Laudya Cynthia Bella, Engku Emran Beri Peringatan Ini ke Putrinya",1
1457,Ini Instruksi Kabaharkam untuk Cegah Pengambilan Paksa Jenazah PDP Covid-19,1
422,"Tempat Wisata Dibuka Kembali, Syaratnya Pengunjung tak Boleh Berteriak dan Selfie",0
2130,"5 Resep Pacaran Awet dengan Virgo, Jadilah Cerdas dan Independen!",1
913,Jokowi Minta Kereta Cepat Diintegrasikan Jakarta-Bandung-Surabaya,0
829,Ilmuwan AS Ciptakan Drone yang Terbang Layaknya Burung Merpati,0
2310,Firli Harap Hakim Putus Adil Kasus Novel Baswedan,0
1496,"Kadin: 6,4 Juta Buruh Dirumahkan Akibat Covid-19",0
81,"Pasangan Transgender Jadi Sorotan, Suami Lagi Hamil 8 Bulan",1
151,"Update Corona di Indonesia 29 Mei: 25.216 Positif, 6.492 Sembuh, 1.520 Meninggal",0
1677,Dua Sebab Azriel Hermansyah yang Pendiam Akhirnya 'Meledak',1
589,"Sempat Bocor, Sony Konfirmasi Dua Judul Gim Gratis untuk PS Plus Juni 2020",1
54,Corona dan Isu-isu yang Menghantui RI Sesudahnya,0
3188,"Pernikahannya Bertahan 3 Bulan, Kalina Oktarani Minta Cerai dari Suami",0
1967,Akhirnya Gadis Cantik Asal Bandung Ini Ditemukan di Garut,1
1471,Populisme Politik dan Gelombang Rasialisme di Tengah Pandemi Covid-19,0
3204,"Besaran Gaji Ke-13 yang Diterima PNS, TNI, Polri dan Pensiunan Lengkap beserta Rincian Tunjangannya",1
1851,Hotel di Jakarta Terapkan Protokol Kesehatan,0
1194,5 Zodiak yang dapat Menjadi Sahabat Terbaikmu,1
921,KJRI Jeddah Sebut Kemungkinan Ibadah Haji Tahun Ini Masih Tipis,0
2156,Jane Shalimar Bongkar Cerita Malam Pertama Bersama Suami yang 'Menyedihkan' Tapi Romantis,1
749,PUBG Mobile Akan Hadirkan Fourex Sebagai Peta Baru,0
3014,"Rumah Makan Tamara Bleszynski Buka Lagi, Netizen Fokus ke Ember",1
2352,"Lalin Puncak Ramai Lancar, Pengecekan PSBB Sudah Tak Diberlakukan",0
3053,53 Mahasiswa Indonesia di Wuhan Jalani Wisuda Secara Daring,0
471,"Untuk Pertama Kalinya, Nagita Slavina dan Raffi Ahmad Akan Rayakan Lebaran di Jakarta",0
1961,New Normal ala Bandara Adi Soemarmo,0
1784,Tempat Belanja Online Terbanyak,0
941,"New Normal, Cara Baru dalam Bekerja demi Menghindari Covid-19",0
1595,"Stafsus Erick Thohir: Wajar BUMN Disuntik Rp104,3 Triliun",0
870,"Virus Corona, Singapura Pertimbangkan Longgarkan Aturan",0
1962,Hiking Pertama Kali? Coba Mendaki Gunung Batu Jonggol di Bogor,1
2082,8 Penyesuaian-Inovasi Program Hamil dan IVF di Era New Normal,1
1958,"Diimbangi AC Milan, Juventus ke Final Coppa Italia",0
2313,Cek Fakta: Tidak Benar Vladimir Putin Ancam Warga yang Keluyuran Bakal Dibui 5 Tahun,1
812,Jejak Dirut TVRI di Majalah Playboy Disorot dan 4 Berita Populer Lain,1
3080,Luhut Pandjaitan Targetkan 10 Juta Pelaku UMKM Terhubung Online,0
2161,"8 Potret Tania Nadira Asuh Anak Ketiga, Makin Keibuan - Hidung Mancung Si Baby Bikin Salfok",1
2972,Pemerintah Sahkan Protokol Kesehatan Sektor Parekraf,0
1921,Kapolri Minta Polisi Tindak Tegas Penjemput Paksa Jenazah PDP,0
2630,"Soal Cristiano Gagal Penalti, Sarri: Jangan Salahkan Pemain yang Selama 70 Hari Berada di Sofa",0
2854,"9 Potret Rumah Maya Septha, Kamar Bayinya Cute Abis dengan Nuansa Peach",1
1089,Selebgram Nekat Tato Wajahnya Demi Tampil Seperti Filter di Instagram,0
1872,"Usul Dihapuskannya Presidential Threshold, PAN Lobi Parpol Lain",0
3021,Wajah Baru Andong Malioboro Yogyakarta di Masa New Normal,1
1357,Susah BAB? Coba Konsumsi 5 Makanan Berikut Ini!,1
1000,"Matahari di Atas Ka'bah pada Kamis 28 Mei Pukul 16.18 WIB, Berikut Cara Cek Arah Kiblat",1
2821,"Magisnya Kolaborasi Pertama Jet Li dan Jackie Chan di THE FORBIDDEN KINGDOM, Penuh Aksi Seru!",1
2852,"Armand Maulana Recycle Lagu Coboy Junior, Apa Tanggapan Bastian Steel?",1
2208,"Menyambi Fotografer, Guru SMP Potret 25 Gadis Tanpa Busana, Foto Dijual Rp 100.000 Per Lembar",0
1336,5 Hal Ini Akan Kamu Rasakan Jika Senang Mempersulit Hidup Orang Lain,1
1144,"Waduh, Presiden Brasil Dituduh Manipulasi Data COVID-19",1
525,"Jatim Banjir, Waspada 3 Hari Mendatang Masih Berpotensi Hujan",0
1532,VIDEO: Baekhyun EXO Bakal Gelar Fan Meeting 13 Juni,1
2878,Melihat Peningkatan Vivo Y50 yang Kini Turun Harga,1
2101,7 Tanda Nyata Cewek Sudah Terlanjur Cinta Mati Sama Kamu,1
926,Sosialisasi Aturan New Normal di Stasiun KRL,0
932,YLKI: Mall Dapat Dibuka jika Kurva Penyebaran COVID-19 Landai,0
169,"Reza Rahadian-Laura Basuki Bersatu Lagi di 'Sementara, Selamanya'",0
359,"Di Tengah COVID-19, Jokowi Terima 245 Usulan Proyek Strategis Nasional",0
108,Duh! Jumlah Orang Miskin Akan Bertambah,1
1928,Bulan Titan Semakin Menjauh dari Saturnus Imbas Gravitasi,0
1132,Ridwan Kamil Restui Perkantoran di Zona Aman Jawa Barat Buka,0
2308,Kabar Terbaru Pengembangan Vaksin COVID-19,0
579,Pesan Anies ke ASN: Jangan Lembek Hadapi Cobaan Pandemi Covid-19 Ini,0
3200,Kemendagri Umumkan Pemenang Lomba Video Inovasi Daerah Dalam Tatanan Normal Baru,0
996,Kebijakan Ganjil Genap di DKI Jakarta Bakal Diberlakukan Situasional,0
2191,"Selfie Mesra, Irwansyah Sebut Zaskia Sungkar Si Manja",1
1687,"Extra Milers, Cara Yunani Mengetahui Kebutuhan Wisatawan Difabel",1
428,"Corona Memangsa 1 Keluarga di Madiun, Lihat Usia Pasien 29, Bikin Makin Sedih",1
2867,"10 Potret Kemeriahan Ulang Tahun Reino Barack, Dekorasi Penuh Bunga-bunga Mencuri Perhatian",1
1899,Prancis Berencana Buka Perbatasan Non-Schengen,0
79,"Masjid Singapura Dibuka Lagi 2 Juni, Sediakan Tempat Salat Terbatas",0
2511,[Fakta atau Hoaks] Benarkah Ini Lima Bersaudara di Surabaya yang Menunggu Diadopsi Karena Orang Tuanya Meninggal Akibat Covid-19?,1
370,Berita Saham Hari Ini: 25 Emiten Melemah,0
943,Investor Lebih Memilih Berinvestasi Ke Perusahaan Mainan Selama Pandemi,0
2139,"Wanita yang Dirumorkan Pacaran dengan Song Joong Ki, Pengacara Perceraiannya Dulu - Janda Lebih Muda 10 Tahun",0
1863,"Viral di 2018 Rumah Eko Purnomo yang Terkepung Tembok Kabarnya Akan Dijual, Ini Kondisi Rumahnya",1
756,Drummer Band Metal Tobat usai Terinfeksi Corona dan Mimpi Ketemu Setan,0
986,"Tips Atasi Nyeri Leher, Tengkuk, Lutut Saat Bekerja dari Rumah",1
906,Kasino di Las Vegas Segera Buka dengan Syarat Ketat,0
1873,"Cireng Kari, Camilan Favorit Keluarga yang Bikin Nagih!",1
1045,"Promo HP Oppo A92 Bekas, Ram 8GB 128GB Cuma Rp 3 Jutaan Nego!",1
2100,Viral! 8 Orang di Semarang Masuk ke Dalam Resto Pakai Sepeda,1
47,Der Klassiker di Tengah Pandemi,0
2800,"5 Kreasi Olahan Berbahan Daging Bebek, Lezat dan Bikin Ketagihan!",1
2764,"Diserang DBD dan COVID-19, 439 Daerah Mengalami Infeksi Ganda",0
1177,Kisah Guru Honorer di Cianjur Sambangi Rumah Siswa yang Tak Punya Gawai,1
58,Rumah Kontrakan Warga yang Baru Pulang Mudik di Jagakarsa Ditempel Stiker,0
72,"Pencinta Kopi, Ini 5 Tempat Beli Kopi Susu Satu Liter yang Hits",1
2204,WHO: Pelaporan Hasil Tes Covid di Indonesia Memakan Waktu Seminggu,0
2778,"7 Film Asing Terbaik dalam Satu Dekade Terakhir, Ada dari Indonesia!",1
876,"Agnez Mo Soroti Kematian George Floyd, Gaungkan #JusticeForFloyd",0
635,"35 Kata Mutiara Bahagia Bersamamu, Manis Menyentuh Hati",1
1864,"Sang Ayah Berpulang, Barry Likumahuwa Pajang Foto Benny Likumahuwa, I Love You Pap",0
2953,"Juli, NASA Luncurkan Helikopter Pertama ke Mars",0
1994,Ciri Kepribadian Menarik yang Disukai 5 Zodiak dari Pasangannya,1
955,Sektor Industri Yang Disarankan Bekerja Dari Rumah,0
335,"10 Potret Rumah Tata Janeeta yang Mewah dan Klasik, Bikin Betah!",1
1768,[Fakta atau Hoaks] Benarkah Kominfo Tak Mungkin Blokir Internet Papua seperti Pernyataan Menteri Johnny Plate?,1
533,"Freiburg Vs Leverkusen, Laga Pelampiasan Bagi Tim Arahan Peter Bosz",0
1760,Semangat Pemain PSMS Medan Kembali Latihan Usai Libur Panjang,0
636,"Tak Tahu Majikan Sudah Meninggal, Anjing Ini Setia Menunggu 3 Bulan di RS",1
180,Prilly Latuconsina Nggak Ngebet Jalan-jalan ke Mal,0
2720,Peneliti China Sebut Mutasi Buat Virus Corona Bertahan Lebih Lama,0
2743,"Cuma Gara-Gara Minta Es Krim, Ayah di Medan Tega Bunuh 2 Anak Tirinya",0
2188,Ruben Onsu Dituding Secara Sepihak Putuskan Merek Geprek Bensu Adalah Miliknya,0
120,Video Pernyataan Mendag Tegaskan Mal Dibuka Juni,0
2633,"Kabar Purie Andriani Eks Mahadewi, Kini Sibuk Berbisnis, Penampilannya Manglingi, Beda Banget!",1
1525,Mallorca Vs Barcelona: Lionel Messi Siap Tempur,0
2227,Seniman Yogyakarta Sumbang Lukisan Untuk Dukung Relawan Covid-19,0
2433,Kisah Adrian Yunan Berlatih Konser Online Bareng Seniman Difabel,0
968,Kata Nissan Indonesia Setelah Pabriknya Ditutup,1
1224,"Sifat Pemalu Seseorang Benarkah karena Faktor Keturunan? Jika orangtua pemalu, maka anak juga akan pemalu?",1
1316,"10 Meme Kelakuan Kocak Ketika di Depan Orang Lain, Jadi Serba Salah",1
1938,INFOGRAFIS: Daftar Bos BUMN yang Dicopot Erick Thohir,1
2031,"4 Cara Terbaik untuk Mengatasi Bibir Pecah-pecah Mengalami bibir pecah-pecah, lakukan cara berikut ini.",1
1697,Ziliun Ajak Orang-Orang Berpuisi Di Ranah Digital,0
816,Wulan Guritno Tak Ikut Demam Drama Korea,0
1517,Klasemen Serie A: Siapa yang Mampu Hentikan Juventus di Puncak?,1
2830,"Ditanya Soal Kedekatan dengan Kiky Saputri, Begini Jawaban Dul Jaelani",1
415,Christine Hakim Nyaris Stres Akibat Pandemi Corona,0
2410,Dolar AS Menguat Terhadap Mata Uang Safe Haven,0
2584,"Naik Rp 14.000, Harga Emas Antam Sabtu 13 Juni 2020 Capai Rp 900.000 per Gram, Berikut Rinciannya",0
1228,"4 Tips Mengubah Kebiasaan Gampang Berantakan Jadi Lebih Rapi Untuk lebih rapi, ternyata tidak terlalu susah kok.",1
2569,"Tak Mau PLN Disebut Membohongi Rakyat, Ini Pembelaan Arya Sinulingga Soal Lonjakan Tarif Listrik",1
1215,"Kulit Sehat, Kuat, dan Seimbang dengan 3 Produk Perawatan Dasar dari Chanel Simak deretan produk membersihkan wajah dasar dari Chanel.",1
664,Cerita Bek Persiraja Bikin Pemain Liga Inggris Tertarik Main di Indonesia,1
1605,Alasan Kim Yoo Jung Terima Tawaran Bintangi Backstreet Rookie,1
1448,Survei: Elektabilitas PDI Perjuangan Terjun Bebas,0
1453,Curhat Pegawai Kembali Bekerja di Kantor Saat Pandemi Covid-19...,1
3010,Penjelasan Hukuman untuk Orang yang Bakhil dalam Alquran,1
1208,Cara Membuat Mendol Tempe yang Gurih Krispi Bisa jadi alternatif kalau bosan dengan tempe goreng biasa.,0
1407,"Tolak Diskriminasi Rasial, BTS Dukung Gerakan Black Lives Matter di Twitter",0
1334,Selalu Gagal Menjadi Pribadi yang Konsisten?Ã Pahami 5 Hal Ini,1
1946,"Dibuka Kembali, Lapangan Banteng Terpantau Sepi",0
2040,Gaun Biru Kate Middleton Samai Tampilan Terakhir Meghan Markle Penampilan terbaru Kate Middleton ingatkan busana kunjungan terakhir Meghan Markle ke Inggris,0
1664,New York Buka Kembali Aktivitas Bisnis,0
2889,Magelang Cairkan Hibah Lebih dari 9 Miliar Rupiah untuk Kebutuhan Sekolah,0
527,"Kronologi Terbongkarnya Pemerkosaan Gadis 18 Tahun oleh 5 Pemuda, Berawal dari Video yang Menyebar di WhatsApp",0
1507,FOTO: Perawatan Gedung Bertingkat Jelang New Normal di Jakarta,1
1783,Peranan Penting Orang Tua dalam Kegiatan Belajar dari Rumah,0
688,"Di Tengah Pandemi, Kredit BCA Tumbuh 12,3 Persen",0
181,Pertarungan Sengit IUxSuga dan OST 'Hospital Playlist' di Chart Musik,1
965,"Nissan Tutup Pabrik Indonesia, Model Baru Diimpor dari Thailand",0
1230,"Mengenal Sosok Si Pedagang Budak Edward Colston yang Buat Inggris Meradang Patung perunggu Edward Colston dibuang ke sungai Bristol, siapakah dia?",1
177,Gambaran Bioskop New Normal Versi Reza Rahadian,1
2982,Penghimpunan Dana Digital DD Pada Ramadhan Naik 85 Persen,0
1399,"11 Foto Rumah Nurul Arifin, Nuansa Klasik dan Sederhana Tapi Elegan",1
553,Bolehkah WNI Pulang dari Luar Negeri Saat Pandemi? Begini Penjelasan Menlu Retno,1
880,Wahyu Setiawan Sembunyikan Uang Gratifikasi di Rekening Sepupu,0
1536,"Wali Kota Bogor: Meski Masih Panjang, Antrean Penumpang KRL Sudah Lebih Baik",0
2185,Maia Estianty Kenang Momen Lepas Anak-Anak ke Tangan Ahmad Dhani di Masa Lalu,0
285,Inspirasi Gaya Kasual Chic Meghan Markle untuk Zoom Meeting,0
1365,"Kombinasi Thriller dan Action Super Tegang, Nikmati Aksi Shia LaBeouf dalam EAGLE EYE",0
1273,"Menikmati Keindahan Bunga Tropis melalui Jiwa Petualang Amelia Earhart pada Koleksi Tory Burch Pre Fall 2020 Tory Burch memperkenalkan koleksi terbaru untuk musim Pre-Fall 2020, penasaran seperti apa?",1
1104,"Ojol Langgar PSBB Transisi, Didenda Rp500 Ribu-Motor Diderek",0
91,Juventus-Lazio: Persaingan Scudetto di Era New Normal,0
620,Anies Cek Kesiapan Puskesmas DKI Jakarta Jelang New Normal,0
2351,"Dampak Covid-19, Umat Muslim Prancis Diminta Tunda Keberangkatan Haji",0
2053,Ketahui 4 Tanda Bahwa Pasanganmu Melakukan Perselingkuhan Secara Online,1
2113,"Jadi Klaster Baru COVID-19, Pemkot Semarang Pakai Cara Kerja Baru",0
1359,"Ulang Tahun ke-26, Ini 10 Potret Transformasi Hyeri Girl's Day",1
1028,Ini Pertimbangan Kemendikbud Mulai Tahun Ajaran Baru pada 13 Juli 2020,1
1659,Papan Guyub Sembako,1
1395,Nagita Slavina Mengaku Lebih Percaya Omongan Raffi Daripada Orang lain,0
1044,"Sepeda Balap Murah dari United, Bekas Cuma Rp 5 Jutaan Nego!",1
1002,Ruslan Buton Ditangkap,0
2920,Perhatikan 5 Hal Ini Sebelum Memulai Percakapan Video Konferensi,1
1767,"Tapera untuk Seluruh Pekerja, demi Rumah Layak dan Terjangkau",0
898,"Ngefans, Deddy Corbuzier Bikin Fairuz A. Rafiq Salah Tingkah",0
1931,VIDEO: Polemik Penghapusan Batas Penumpang Angkutan Darat,1
1907,Edusports: Kenapa Pemain Bola di Eropa Digaji Sangat Tinggi?,1
1550,"Honda CBR150R Bekas Seharga Vario Baru, Layak Dibeli?",1
1227,"Zodiak Mingguan 8-14 Juni 2020, Ini Zodiak yang Hadapi Karir Terburuk Ini sekian zodiak yang diprediksi akan alami karir terburuk minggu ini.",1
1221,Karyawan Supermarket Anisa Omar Jadi Cover Majalah Vogue Vogue hadirkan sosok perempuan hebat dari beragam profesi yang jadi garda depan di tengah pandemi virus corona yang melanda.,0
1342,3 Aksesoris Murah Ini Bakal Membuat Mobilmu Semakin Canggih,1
1149,"Kata Anies, Ini Syarat Diberlakukannya Ganjil-Genap Motor di Jakarta",1
2837,"Dari Model & Sinetron, Fathimah Alatas Seriusi Jadi Desainer Fashion Muslimah",0
693,Kata New Normal Buat Melanie Subono Sesak,0
1924,Erick Thohir Rombak Direksi Pertamina,0
2838,"Sederet Seleb Bollywood yang Pilih Bunuh Diri Karena Alami Depresi, Jadi 'Alarm' di India",1
2165,"Tanggapi Permintaan Dorce Gamalama Jadi Supir, Raffi Ahmad: Nggak Mungkin",0
275,"3 Zodiak Ini Jatuh Cinta pada Kecerdasan, Bukan pada Tampang dan Uang",0
909,"Hari Lansia Nasional, Cara Sehat Fisik Mental di Tengah Pandemi",0
1836,"PSBB Surabaya Raya Tak Diperpanjang, Khofifah: Kami Sangat Menghormati Keputusan Para Kepala Daerah",0
792,Kendaraan Berdimensi Kecil Sumbang Angka Kecelakaan Tertinggi,0
1477,SIKM JAKARTA MEMBELUDAK,0
813,Reporter CNN Peliput Kerusuhan Minneapolis yang Ditangkap Kini Bebas,0
2656,"Andre, Sule, dan Nunung Nongkrong 'Santuy Malam' di Trans TV",0
1506,FOTO: Aktivitas Perkantoran Pekan Kedua Masa PSBB Transisi,1
2824,"10 Potret Rhea Chakraborty, Aktris Cantik Pacar Mendiang Sushant Singh Rajput",1
1729,"MU Incar Donny van de Beek dari Ajax, Van der Sar: Tak Ada Diskon",0
2735,"Gaji dan Pesangon 2 Tahun Belum Dibayar, Ribuan Buruh Garmen di Cimahi Demo",0
1239,Tantangan Perusahaan Ritel Penuhi Kebutuhan Masyarakat di Tengah Pandemi Virus Corona Perusahaan ritel di Indonesia menghadapi tantangan selama pandemi virus corona.,0
1153,Ribuan Pelayat Berikan Penghormatan Terakhir untuk George Floyd,0
1885,"Berat Badan Ali Ngabalin Turun 14 Kg, Beberkan Tips Hidup Sehat di Tengah Pandemi Corona",1
236,[Quiz] 3 Zodiak Paling Jujur Membuatnya Terhindari dari Selingkuh Zodiak yang paling jujur dan membentenginya dari perselingkuhan,1
2576,"Desain Unik Kursi Pesawat Berjarak untuk Cegah Penyebaran Covid-19, Seperti Apa Penampilannya?",1
1778,PTUN: Blokir Internet di Papua dan Papua Barat Melanggar Hukum,0
2857,"Reino Barack Ulang Tahun ke-36, Kue Ultahnya Jadi Sorotan",1
2942,"Satu Pasien Positif Corona, Puskesmas di Kota Solok Ditutup Sementara",0
1749,"Usai Pensiun, McGregor Asik Bermain Jet Ski di Kampung Halaman",0
1141,Rumah Ibadah Kembali Dibuka,0
270,"Ekstrovert VS Introvert, Kepribadian Ini yang Paling Rentan Selingkuh Menurut Studi",1
616,"Berantas Notifikasi Bandel di Situs Web, Google Ungkap Fitur Baru Chrome",1
221,"Lebih Mudah Berkonsentrasi pada Pagi Hari, Ini 4 Kelebihanmu",1
1573, Mayweather: Saya Siap Kalahkannya Lagi saat Kembali!,1
2489,"Berakhir Imbang 0-0, Juventus Melaju ke Final Coppa Italia",0
1138,Bisnis 'Palugada' Agar Keluarga Tak Merana di Tengah Pandemi,1
1563,Beda Penampilan 5 Anggota Geng The Johits 'Diam-Diam Suka' Dulu Vs Kini,1
1030,"Ada Isu Pabrik Mau Tutup, Pekerja Nissan Di Barcelona Demo Besar-besaran",0
